,Product category,Product num,Description,Wholesale Price per Unit,Pre-season order price,Units per Case,num of Cases to Order,Total_Units,Subtotal,Date of last entry,Time of last entry
179,Accessories,CABLE-TIE-8-NAT,"Cable ties, 8 inch - 500 pcs per pack, NATURAL",19.5,13.65,1,,0,0.0,,
180,Accessories,CABLE-TIE-8-BK,"Cable ties, 8 inch - 500 pcs per pack, BLACK",19.5,13.65,1,,0,0.0,,
181,Accessories,CABLE-TIE-12-NAT,"Cable ties, 11-3/4 inch - 250 pcs per pack, NATURAL",21.5,15.05,1,,0,0.0,,
182,Accessories,CABLE-TIE-12-BK,"Cable ties, 11-3/4 inch - 250 pcs per pack, BLACK",21.5,15.05,1,,0,0.0,,
183,Accessories,CABLE-TIE-15-NAT,"Cable ties, 14-3/4 inch - 250 pcs per pack, NATURAL",27.0,18.9,1,1.0,1,18.9,,
184,Accessories,CABLE-TIE-15-BK,"Cable ties, 14-3/4 inch - 250 pcs per pack, BLACK",27.0,18.9,1,1.0,1,18.9,,
185,Accessories,WIRE-ROPE-1000-1/8,"Wire Rope, 1/8 inch x 1000 feet, galvanized",135.0,94.5,1,,0,0.0,,
186,Accessories,ANCHOR-1/4,Concrete anchor eye bolt (50-pack),50.0,35.0,1,,0,0.0,,
187,Accessories,WRE-HK,Adjustable wreath hook,5.0,3.5,100,1.0,100,350.0,,
188,Accessories,WRE-SCTN-HK,"Wreath suction hook, 20 pound capacity",8.1,5.67,50,1.0,50,283.5,,
189,Patio Lights,E26-330-24-B,"330’ stringer and suspensor connectors, SPT-2, 14AWG, 24” socket spacing, without plugs, BLACK",575.0,402.5,1,2.0,2,805.0,,
190,Patio Lights,E26-50-24-B,"50’ stringer and suspensor connectors, SPT-2, 16AWG, 24” socket spacing, with plugs, BLACK",70.0,49.0,4,,0,0.0,,
191,Patio Lights,E26-50-24-W,"50’ stringer and suspensor connectors, SPT-2, 16AWG, 24” socket spacing, with plugs, WHITE",70.0,49.0,4,,0,0.0,,
192,Patio Lights,S14-2F-DIM-WW,"LED Edison Bulb, S14 smooth/clear, 2-filament plastic bulb, E26 base, Dimmable, Warm-White",3.5,2.45,250,2.0,500,1225.0,,
193,Floods,FLOOD-RGBW-54W-V,"Flood Light, 54W, LED, RGBW w/ V-bracket",285.0,199.5,1,8.0,8,1596.0,,
194,Floods,FLOOD-RGBW-36W,"Flood Light, 36W, LED, RGBW w/ branch mount",192.0,134.4,4,5.0,20,2688.0,,
195,Floods,FLOOD-CORD-15,15 foot extension cord for 36W flood light,16.0,11.2,25,,0,0.0,,
196,Floods,FLOOD-TRNSFMR-150W,150W transformer for 36W Flood Lights,95.0,66.5,15,1.0,15,997.5,,
197,Other Decor,SPH-12-BR,"Improved: Aluminum Folding Sphere, 12"", BRONZE",45.0,31.5,5,,0,0.0,,
198,Other Decor,SPH-20-BR,"Improved: Aluminum Folding Sphere, 20"", BRONZE",50.0,35.0,5,,0,0.0,,
199,Other Decor,SPH-26-BR,"Improved: Aluminum Folding Sphere, 26"", BRONZE",80.0,56.0,5,,0,0.0,,
200,Other Decor,SPH-12-W,"Improved: Aluminum Folding Sphere, 12"", WHITE",45.0,31.5,5,1.0,5,157.5,,
201,Other Decor,SPH-20-W,"Improved: Aluminum Folding Sphere, 20"", WHITE",50.0,35.0,5,1.0,5,175.0,,
202,Other Decor,SPH-26-W,"Improved: Aluminum Folding Sphere, 26"", WHITE",80.0,56.0,5,1.0,5,280.0,,
203,Other Decor,GAR-220T-36-9-UNLIT,"Deluxe Garland, 9' long, 14"" wide, red berries and pine cones, UNLIT",78.0,54.6,1,,0,0.0,,
204,Other Decor,GAR-220T-36-9-WW,"Deluxe Lighted Garland, 100 LEDs, 9' long, 14"" wide, red berries and pine cones, WARM-WHITE",125.0,87.5,1,6.0,6,525.0,,
205,Other Decor,WRE-220T-30IN-UNLIT,"Deluxe Wreath, 30"" diameter, red berries and pine cones, UNLIT",85.0,59.5,1,,0,0.0,,
206,Other Decor,WRE-220T-30IN-WW,"Deluxe Lighted Wreath, 100 LEDs, 30"" diameter, red berries and pine cones, WARM-WHITE",125.0,87.5,1,3.0,3,262.5,,
207,Other Decor,WRE-480T-48IN-UNLIT,"Deluxe Wreath, 48"" diameter, red berries and pine cones, UNLIT",120.0,84.0,1,,0,0.0,,
208,Other Decor,WRE-480T-48IN-WW,"Deluxe Lighted Wreath, 200 LEDs, 48"" diameter, red berries and pine cones, WARM-WHITE",225.0,157.5,1,,0,0.0,,
209,Other Decor,WRE-720T-60IN-WW,"Deluxe Lighted Wreath, 300 LEDs, 60"" diameter, red berries and pine cones, WARM-WHITE",360.0,252.0,1,,0,0.0,,
210,Other Decor,GARRYL-200T-14-9FT-WW,"Royal Garland, 9' long, 14"" wide, gold and silver embellishments, pinecones, WARM-WHITE",125.0,87.5,1,,0,0.0,,
211,Other Decor,WRERYL-240T-30IN-WW,"Royal Garland, 100 LEDs, 30"" diameter, gold and silver embellishments, pinecones, WARM-WHITE",125.0,87.5,1,,0,0.0,,
212,Other Decor,WRERYL-420T-48IN-WW,"Royal Garland, 200 LEDs, 48"" diameter, gold and silver embellishments, pinecones, WARM-WHITE",225.0,157.5,1,,0,0.0,,
213,Other Decor,WRERYL-580T-60IN-WW,"Royal Garland, 300 LEDs, 48"" diameter, gold and silver embellishments, pinecones, WARM-WHITE",360.0,252.0,1,,0,0.0,,
